,Computer Architecture,Programming Skills,Project Management,Communication skills,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role
2534,1.0,1.0,1.0,1.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2535,1.0,1.0,1.0,1.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2536,1.0,1.0,1.0,1.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2537,1.0,1.0,1.0,1.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2538,0.0,0.0,0.0,0.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2539,0.0,0.0,0.0,0.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2540,0.0,0.0,0.0,0.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2541,0.0,0.0,0.0,0.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2542,0.0,0.0,0.0,0.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2543,0.0,0.0,0.0,0.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2544,3.0,3.0,3.0,3.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2545,3.0,3.0,3.0,3.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2546,3.0,3.0,3.0,3.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2547,3.0,3.0,3.0,3.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2548,3.0,3.0,3.0,3.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2549,3.0,3.0,3.0,3.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2550,2.0,2.0,2.0,2.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2551,2.0,2.0,2.0,2.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2552,2.0,2.0,2.0,2.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2553,2.0,2.0,2.0,2.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2554,2.0,2.0,2.0,2.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2555,2.0,2.0,2.0,2.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2556,4.0,4.0,4.0,4.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2557,4.0,4.0,4.0,4.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2558,4.0,4.0,4.0,4.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2559,4.0,4.0,4.0,4.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2560,4.0,4.0,4.0,4.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2561,4.0,4.0,4.0,4.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2562,5.0,5.0,5.0,5.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2563,5.0,5.0,5.0,5.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2564,5.0,5.0,5.0,5.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2565,5.0,5.0,5.0,5.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2566,5.0,5.0,5.0,5.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2567,5.0,5.0,5.0,5.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2568,1.0,1.0,1.0,1.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2569,1.0,1.0,1.0,1.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2570,1.0,1.0,1.0,1.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2571,1.0,1.0,1.0,1.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2572,1.0,1.0,1.0,1.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2573,1.0,1.0,1.0,1.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2574,0.0,0.0,0.0,0.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2575,0.0,0.0,0.0,0.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2576,0.0,0.0,0.0,0.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2577,0.0,0.0,0.0,0.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2578,0.0,0.0,0.0,0.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2579,0.0,0.0,0.0,0.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2580,3.0,3.0,3.0,3.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2581,3.0,3.0,3.0,3.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2582,3.0,3.0,3.0,3.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2583,3.0,3.0,3.0,3.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2584,3.0,3.0,3.0,3.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2585,3.0,3.0,3.0,3.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2586,2.0,2.0,2.0,2.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2587,2.0,2.0,2.0,2.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2588,2.0,2.0,2.0,2.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2589,2.0,2.0,2.0,2.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2590,2.0,2.0,2.0,2.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2591,2.0,2.0,2.0,2.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2592,4.0,4.0,4.0,4.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2593,5.0,4.0,4.0,4.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2594,1.0,4.0,4.0,4.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2595,0.0,4.0,4.0,4.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2596,3.0,4.0,4.0,4.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2597,2.0,4.0,4.0,4.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2598,4.0,5.0,5.0,5.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2599,5.0,5.0,5.0,5.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2600,1.0,5.0,5.0,5.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2601,0.0,5.0,5.0,5.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2602,3.0,5.0,5.0,5.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2603,2.0,5.0,5.0,5.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2604,4.0,1.0,1.0,1.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2605,5.0,1.0,1.0,1.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2606,1.0,1.0,1.0,1.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2607,0.0,1.0,1.0,1.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2608,3.0,1.0,1.0,1.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2609,2.0,1.0,1.0,1.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2610,4.0,0.0,0.0,0.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2611,5.0,0.0,0.0,0.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2612,1.0,0.0,0.0,0.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2613,0.0,0.0,0.0,0.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2614,3.0,0.0,0.0,0.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2615,2.0,0.0,0.0,0.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2616,4.0,3.0,3.0,3.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2617,5.0,3.0,3.0,3.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2618,1.0,3.0,3.0,3.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2619,0.0,3.0,3.0,3.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2620,3.0,3.0,3.0,3.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2621,2.0,3.0,3.0,3.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2622,4.0,2.0,2.0,2.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2623,5.0,2.0,2.0,2.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2624,1.0,2.0,2.0,2.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2625,0.0,2.0,2.0,2.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2626,3.0,2.0,2.0,2.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2627,2.0,2.0,2.0,2.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2628,4.0,4.0,4.0,4.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2629,4.0,4.0,4.0,4.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2630,4.0,4.0,4.0,4.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2631,4.0,4.0,4.0,4.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2632,4.0,4.0,4.0,4.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2633,4.0,4.0,4.0,4.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2634,5.0,5.0,5.0,5.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2635,5.0,5.0,5.0,5.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2636,5.0,5.0,5.0,5.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2637,5.0,5.0,5.0,5.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2638,5.0,5.0,5.0,5.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2639,5.0,5.0,5.0,5.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2640,1.0,1.0,1.0,1.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2641,1.0,1.0,1.0,1.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2642,1.0,1.0,1.0,1.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2643,1.0,1.0,1.0,1.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2644,1.0,1.0,1.0,1.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2645,1.0,1.0,1.0,1.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2646,0.0,0.0,0.0,0.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2647,0.0,0.0,0.0,0.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2648,0.0,0.0,0.0,0.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2649,0.0,0.0,0.0,0.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2650,0.0,0.0,0.0,0.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2651,0.0,0.0,0.0,0.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2652,3.0,3.0,3.0,3.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2653,3.0,3.0,3.0,3.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2654,3.0,3.0,3.0,3.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2655,3.0,3.0,3.0,3.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2656,3.0,3.0,3.0,3.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2657,3.0,3.0,3.0,3.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2658,2.0,2.0,2.0,2.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2659,2.0,2.0,2.0,2.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2660,2.0,2.0,2.0,2.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2661,2.0,2.0,2.0,2.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2662,2.0,2.0,2.0,2.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2663,2.0,2.0,2.0,2.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2664,4.0,4.0,4.0,4.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2665,4.0,4.0,4.0,4.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2666,4.0,4.0,4.0,4.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2667,4.0,4.0,4.0,4.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2668,4.0,4.0,4.0,4.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2669,4.0,4.0,4.0,4.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2670,5.0,5.0,5.0,5.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2671,5.0,5.0,5.0,5.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2672,5.0,5.0,5.0,5.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2673,5.0,5.0,5.0,5.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
2674,5.0,5.0,5.0,5.0,0.744449397,0.420297833,0.369716648,0.081303225,0.570653584,0.084902902,0.389072441,0.151068653,0.366024015,0.222767245,Networking Engineer
2675,5.0,5.0,5.0,5.0,0.613441761,0.679889307,0.550155621,0.238068518,0.699767875,0.204548876,0.450262432,0.117634493,0.380718342,0.275377048,Networking Engineer
2676,1.0,1.0,1.0,1.0,0.684980742,0.509454205,0.313348113,0.101779523,0.680854912,0.137001897,0.33157924,0.235355056,0.291592964,0.240848018,Networking Engineer
2677,1.0,1.0,1.0,1.0,0.719101515,0.54842784,0.745477188,0.358155208,0.829171388,0.33747956,0.187177329,0.313804691,0.416590999,0.139086566,Networking Engineer
2678,1.0,1.0,1.0,1.0,0.693894102,0.429698264,0.420396605,0.077915588,0.64990286,0.083254338,0.368235361,0.158430861,0.343266396,0.221510668,Networking Engineer
2679,1.0,1.0,1.0,1.0,0.636176622,0.480863521,0.429507181,0.163383489,0.665571786,0.163884908,0.357657139,0.211868424,0.373888413,0.203629742,Networking Engineer
2680,1.0,1.0,1.0,1.0,0.743022745,0.602551779,0.549392663,0.36852416,0.534072659,0.14848938,0.515419517,0.125635392,0.305892497,0.291185016,Networking Engineer
2681,1.0,1.0,1.0,1.0,0.750756386,0.490015734,0.558262096,0.273056339,0.597063578,0.186734013,0.435768458,0.212833251,0.429891456,0.329922239,Networking Engineer
2682,0.0,0.0,0.0,0.0,0.677689124,0.432050445,0.248908562,0.065623805,0.707223696,0.091231946,0.379567027,0.13423589,0.318554881,0.245027458,Networking Engineer
2683,0.0,0.0,0.0,0.0,0.758503203,0.551229787,0.640014989,0.360785826,0.602204741,0.2025268,0.342423238,0.184027749,0.281030517,0.279786359,Networking Engineer
2684,0.0,0.0,0.0,0.0,0.742877056,0.315106796,0.345422868,0.089850596,0.53446162,0.140336579,0.418310504,0.277708243,0.427178449,0.238038701,Networking Engineer
2685,0.0,0.0,0.0,0.0,0.657513195,0.423034283,0.459552019,0.250722074,0.517439379,0.191243372,0.407990512,0.219590859,0.402459011,0.24284648,Networking Engineer
2686,0.0,0.0,0.0,0.0,0.81514799,0.403355552,0.277122327,0.059541407,0.641077464,0.043422857,0.406371221,0.121430369,0.307623368,0.205455866,Networking Engineer
2687,0.0,0.0,0.0,0.0,0.658364343,0.477928602,0.256531305,0.048338579,0.65881155,0.106033848,0.339466408,0.158329529,0.259933491,0.23477413,Networking Engineer
2688,3.0,3.0,3.0,3.0,0.804502316,0.373936936,0.365936663,0.073822267,0.626285729,0.0489276,0.399570697,0.146461848,0.325431113,0.196687537,Networking Engineer
2689,3.0,3.0,3.0,3.0,0.667598034,0.557092302,0.311584053,0.279642923,0.631744194,0.245960727,0.445127985,0.186362615,0.314837604,0.291764519,Networking Engineer
2690,3.0,3.0,3.0,3.0,0.667435788,0.657649012,0.347440795,0.354965931,0.546681162,0.253874526,0.412547105,0.233735285,0.345287187,0.290439304,Networking Engineer
2691,3.0,3.0,3.0,3.0,0.679632306,0.461462756,0.377782271,0.093100977,0.603731476,0.106207952,0.375550325,0.167428531,0.38198246,0.198990644,Networking Engineer
2692,3.0,3.0,3.0,3.0,0.6901428,0.530828292,0.458315053,0.122486325,0.709695034,0.135780808,0.429719296,0.192367795,0.344448854,0.244516634,Networking Engineer
